Flag[P] (PUSH),Flag[S] (SYN),Flag[.] (ACK),Nombre total de trames,nombre de request,nombre de reply,nombre de sequence,nombre de acknowledg,nombre de window
764,2022,1897,4863,17,17,3935,2721,4719
